morphotype	CEL	TSL1	TSL2	TSL3	TSL4	TSL5	TSL6	TSL7	TSL8	TSL9	TSL10	TSL11	TSL12	TSL13	TSL14	TSL15	TSL16	TSL17	TSL18	TSL19	TSL20	TSL21	TSL22	PYL
20	5.1854	0.3519	0.3976	0.413	0.5048	0.4819	0.4971	0.5201	0.4742	0.5201	0.4818	0.4666	0.4512	0.4512	0.4283	0.436	0.39	0.3442	0.3594	0.2983	0.3059	NA	NA	1.2543
20	6.8844	0.4196	0.4197	0.5358	0.5803	0.5358	0.5536	0.5803	0.5983	0.5893	0.5626	0.5715	0.5714	0.5447	0.5358	0.491	0.4822	0.4553	0.4465	0.3928	0.3304	NA	NA	1.5983
20	3.3812	0.253	0.2653	0.2715	0.3024	0.327	0.327	0.327	0.3147	0.3209	0.3146	0.2962	0.3085	0.29	0.2653	0.2468	0.2159	0.2159	0.1913	0.1727	0.1542	NA	NA	0.6788
20	6.3892	0.4476	0.4739	0.5266	0.5617	0.5617	0.5968	0.588	0.5704	0.588	0.6055	0.5969	0.6143	0.5704	0.5441	0.5003	0.509	0.5001	0.4564	0.4125	0.4037	NA	NA	1.571
20	6.9426	0.4352	0.5414	0.6051	0.5945	0.6157	0.6475	0.6475	0.6582	0.6263	0.6263	0.6582	0.6157	0.6157	0.5626	0.5732	0.552	0.5202	0.4777	0.4989	0.4246	NA	NA	2.2823
20	5.5587	0.4533	0.4056	0.4692	0.5328	0.5487	0.5806	0.5328	0.5089	0.5249	0.5805	0.509	0.5328	0.501	0.4533	0.4771	0.4374	0.4215	0.3977	0.3578	0.3499	NA	NA	1.4155
20	4.5037	0.2887	0.3464	0.3959	0.4042	0.4124	0.4123	0.3959	0.3959	0.4207	0.3876	0.3795	0.363	0.3464	0.33	0.3216	0.3135	0.2556	0.2475	0.2392	0.1815	NA	NA	0.8083
20	7.3099	0.4675	0.5631	0.5992	0.6231	0.6709	0.6712	0.6231	0.671	0.6471	0.6591	0.647	0.6352	0.647	0.6232	0.5751	0.5991	0.5753	0.5272	0.5034	0.5152	NA	NA	2.3368
20	6.2365	0.529	0.5526	0.5447	0.5368	0.5605	0.5605	0.5684	0.5447	0.5211	0.5368	0.5368	0.5526	0.4816	0.4815	0.4342	0.4184	0.4026	0.3473	0.3394	0.2921	NA	NA	1.4289
20	6.6086	0.4756	0.5007	0.5341	0.5424	0.6258	0.5924	0.6175	0.5925	0.5674	0.6342	0.5758	0.5507	0.5591	0.5507	0.5257	0.4923	0.4756	0.4172	0.4172	0.3671	NA	NA	1.5854
20	6.0726	0.4511	0.451	0.5012	0.5179	0.5764	0.5429	0.5346	0.5847	0.5429	0.5263	0.5179	0.5012	0.5263	0.4928	0.4594	0.4344	0.4176	0.3842	0.3508	0.3425	NA	NA	1.2446
20	7.6094	0.48	0.5235	0.5934	0.7418	0.6719	0.7243	0.6807	0.6631	0.7069	0.6894	0.6631	0.637	0.6109	0.6282	0.5847	0.5846	0.5498	0.5235	0.4713	0.4625	NA	NA	1.9983
20	7.7617	0.4906	0.5674	0.5964	0.6828	0.6829	0.6924	0.7214	0.7021	0.7406	0.7405	0.6733	0.7118	0.6732	0.6733	0.6155	0.606	0.5867	0.5193	0.5194	0.5193	NA	NA	1.9717
20	4.3365	0.2877	0.3228	0.3438	0.3649	0.421	0.3789	0.421	0.3859	0.386	0.386	0.3859	0.3649	0.3648	0.3439	0.3228	0.3017	0.2948	0.2526	0.2386	0.2176	NA	NA	0.9262
20	4.4089	0.3103	0.3104	0.395	0.4021	0.4162	0.4585	0.402	0.4233	0.4233	0.4303	0.395	0.388	0.3668	0.3667	0.388	0.3034	0.3104	0.2962	0.2752	0.2609	NA	NA	0.896
20	5.1705	0.3195	0.3583	0.3776	0.4551	0.426	0.4841	0.4454	0.4551	0.4454	0.4648	0.4357	0.4454	0.4163	0.426	0.4067	0.3486	0.3583	0.3486	0.3002	0.2808	NA	NA	1.1619
20	5.4019	0.3024	0.336	0.3949	0.462	0.4705	0.4789	0.4621	0.4705	0.4536	0.3864	0.3864	0.4368	0.4201	0.3864	0.3612	0.3864	0.3445	0.3024	0.294	0.2605	NA	NA	1.1426
20	4.9761	0.3125	0.3671	0.3671	0.414	0.414	0.4374	0.4374	0.414	0.4218	0.4218	0.3984	0.3984	0.3906	0.3593	0.3515	0.3125	0.3125	0.3125	0.2422	0.2265	NA	NA	0.9374
20	4.1668	0.3084	0.3223	0.3152	0.3974	0.4113	0.3837	0.3565	0.4041	0.3907	0.3906	0.3907	0.3632	0.3837	0.3632	0.3154	0.3289	0.2741	0.2467	0.2397	0.2262	NA	NA	0.8772
20	4.1455	0.2817	0.2952	0.3622	0.3421	0.3756	0.369	0.3287	0.3555	0.3421	0.3555	0.3488	0.3354	0.3153	0.2951	0.2616	0.2952	0.2549	0.2146	0.2146	0.1878	NA	NA	0.6507
20	4.4985	0.3419	0.3319	0.4162	0.4013	0.431	0.436	0.4013	0.4112	0.3963	0.3865	0.4112	0.3617	0.3419	0.3517	0.3319	0.3221	0.3072	0.2675	0.2477	0.2378	NA	NA	0.9167
20	4.6696	0.3566	0.3623	0.392	0.4219	0.4455	0.4278	0.4336	0.4277	0.4159	0.404	0.404	0.3921	0.3683	0.3327	0.3208	0.3208	0.3089	0.2556	0.2435	0.2138	NA	NA	0.9386
20	5.081	0.3122	0.4031	0.4087	0.4882	0.4598	0.4826	0.4882	0.4542	0.4655	0.4598	0.4428	0.4315	0.4201	0.4031	0.3804	0.3463	0.3406	0.3009	0.2952	0.2498	NA	NA	1.2717
20	4.4419	0.3098	0.315	0.4043	0.4358	0.441	0.4463	0.4463	0.4621	0.462	0.4305	0.4148	0.4095	0.3938	0.3675	0.3466	0.3465	0.3045	0.2993	0.2835	0.252	NA	NA	1.0711
20	4.2638	0.3301	0.3357	0.3245	0.3525	0.3917	0.4029	0.3525	0.4141	0.3805	0.3805	0.3357	0.3805	0.3413	0.3357	0.3133	0.2742	0.263	0.2574	0.2238	0.2014	NA	NA	0.8393
20	6.3034	0.4202	0.4202	0.5071	0.5579	0.5506	0.6014	0.5795	0.5797	0.5506	0.6014	0.5868	0.529	0.5506	0.4999	0.529	0.4781	0.4854	0.4057	0.4275	0.3695	NA	NA	1.681
20	5.8464	0.432	0.4608	0.5328	0.5328	0.6048	0.5616	0.6048	0.5904	0.5904	0.5904	0.54	0.5688	0.5184	0.5184	0.4896	0.468	0.4464	0.432	0.4104	0.3528	NA	NA	1.584
20	4.9767	0.3499	0.3823	0.4213	0.4601	0.4728	0.4733	0.4728	0.4601	0.4728	0.4601	0.4343	0.4275	0.4148	0.4081	0.3822	0.3501	0.3044	0.3111	0.2917	0.2658	NA	NA	1.1921
20	3.9278	0.3321	0.3532	0.3902	0.3953	0.4586	0.4376	0.4429	0.4376	0.4271	0.4376	0.3953	0.4165	0.4007	0.369	0.3426	0.3217	0.3058	0.274	0.2477	0.2215	NA	NA	0.8331
20	4.0884	0.2917	0.315	0.3674	0.3849	0.4024	0.4084	0.3965	0.3965	0.3967	0.3907	0.3849	0.3616	0.3441	0.3383	0.2858	0.2917	0.239	0.2449	0.2218	0.1983	NA	NA	0.7523
20	4.2664	0.3561	0.391	0.508	0.4611	0.496	0.4789	0.508	0.4902	0.4611	0.5022	0.4378	0.4785	0.4262	0.4665	0.403	0.3561	0.3735	0.3383	0.2805	0.327	NA	NA	1.1209
20	7.0327	0.5404	0.5752	0.6277	0.6361	0.6274	0.7061	0.7145	0.7322	0.6971	0.6625	0.6971	0.6538	0.5665	0.6187	0.61	0.5752	0.5662	0.5929	0.4794	0.4968	NA	NA	2.144
20	3.9131	0.2718	0.3113	0.3113	0.3607	0.336	0.3508	0.3607	0.3557	0.3607	0.3409	0.3656	0.3261	0.3014	0.2965	0.2915	0.2767	0.2421	0.2174	0.2075	0.168	NA	NA	0.746
20	5.9101	0.3705	0.4242	0.4553	0.5169	0.4861	0.5478	0.5401	0.5403	0.5555	0.5324	0.5015	0.5015	0.4938	0.4938	0.4476	0.4396	0.4165	0.4013	0.3551	0.3163	NA	NA	1.5357
20	5.9423	0.3791	0.3998	0.4964	0.5515	0.5722	0.5446	0.5928	0.5791	0.5791	0.5653	0.5101	0.5515	0.5101	0.517	0.5101	0.4619	0.455	0.4067	0.3722	0.3516	NA	NA	1.4201
20	4.9344	0.3456	0.4054	0.441	0.4291	0.4291	0.4592	0.4469	0.4528	0.4532	0.4528	0.4172	0.4113	0.399	0.3816	0.3757	0.3156	0.3338	0.2982	0.2444	0.2444	NA	NA	1.1738
20	3.8858	0.318	0.3354	0.3701	0.4049	0.3874	0.4105	0.4049	0.3932	0.399	0.3875	0.399	0.3701	0.3701	0.3413	0.3123	0.2834	0.2718	0.2428	0.2487	0.1966	NA	NA	0.7806
20	5.7546	0.3827	0.4047	0.4784	0.4709	0.5151	0.5004	0.5667	0.5372	0.5224	0.5372	0.5004	0.4784	0.4636	0.4562	0.4416	0.4194	0.3974	0.3532	0.3753	0.3238	NA	NA	1.4499
20	4.2833	0.2671	0.3421	0.3655	0.3984	0.403	0.3843	0.3937	0.4077	0.3937	0.3889	0.3655	0.3515	0.389	0.3093	0.2999	0.2625	0.2484	0.2437	0.2203	0.2015	NA	NA	0.6937
20	8.3627	0.487	0.601	0.684	0.7461	0.7462	0.7979	0.7875	0.8498	0.8186	0.7669	0.7668	0.7358	0.7254	0.715	0.6736	0.6528	0.601	0.6322	0.5388	0.5699	NA	NA	2.456
20	4.0308	0.2395	0.2824	0.3303	0.3446	0.3543	0.3447	0.3543	0.3542	0.3447	0.3447	0.3254	0.316	0.3159	0.3064	0.2728	0.2729	0.2489	0.225	0.2106	0.1771	NA	NA	0.8187
20	7.0508	0.514	0.4885	0.5482	0.6084	0.6255	0.6595	0.6512	0.6597	0.6341	0.591	0.6341	0.5655	0.591	0.5912	0.5912	0.5568	0.5313	0.5054	0.4626	0.4628	NA	NA	2.039
20	7.182	0.5809	0.5985	0.5985	0.6425	0.6953	0.6689	0.7217	0.6689	0.7129	0.6953	0.6689	0.6513	0.6249	0.6425	0.5985	0.5809	0.5721	0.5017	0.5281	0.4577	NA	NA	1.8923
20	5.0247	0.3401	0.3721	0.4108	0.4685	0.4877	0.494	0.539	0.4493	0.5262	0.4685	0.5006	0.4876	0.4172	0.4236	0.4042	0.3723	0.3914	0.3208	0.2759	0.2695	NA	NA	1.3282
20	3.8018	0.1966	0.3164	0.35	0.374	0.4075	0.4027	0.4027	0.4075	0.3835	0.3835	0.3931	0.3883	0.3692	0.326	0.3068	0.2733	0.2924	0.2493	0.2061	0.2014	NA	NA	0.7911
20	4.417	0.2792	0.3173	0.3427	0.3554	0.3871	0.3998	0.4252	0.4062	0.3808	0.3681	0.3745	0.3681	0.3427	0.311	0.3236	0.3173	0.2666	0.2475	0.2158	0.2031	NA	NA	0.7236
21	5.3381	0.3497	0.4164	0.4747	0.458	0.4996	0.4497	0.5413	0.4996	0.4996	0.4747	0.4913	0.458	0.4414	0.4414	0.3913	0.433	0.3581	0.3581	0.3164	0.2998	0.2914	NA	1.3241
21	4.2584	0.3592	0.3519	0.3816	0.404	0.4042	0.4115	0.3893	0.404	0.4267	0.404	0.3891	0.3743	0.3592	0.3592	0.3592	0.3369	0.2919	0.2545	0.2545	0.2169	0.2021	NA	0.8083
21	4.5717	0.3386	0.3607	0.4271	0.3975	0.4269	0.4122	0.4198	0.449	0.4343	0.3902	0.4198	0.4049	0.3754	0.3754	0.3754	0.3239	0.3239	0.3164	0.2799	0.2651	0.2356	NA	0.9275
21	5.5975	0.4157	0.4364	0.485	0.4849	0.5404	0.5542	0.4919	0.5195	0.5404	0.5196	0.5057	0.5404	0.4364	0.4711	0.4365	0.4295	0.4156	0.3741	0.3256	0.3117	0.3186	NA	1.3301
21	6.0541	0.3926	0.4475	0.5113	0.5479	0.5661	0.5844	0.5936	0.557	0.5753	0.5478	0.5479	0.5387	0.5023	0.5113	0.5023	0.4657	0.4384	0.4109	0.3835	0.3744	0.347	NA	1.598
21	5.5241	0.3287	0.3931	0.481	0.4888	0.4974	0.5291	0.5293	0.505	0.5212	0.513	0.4972	0.489	0.4489	0.4411	0.4329	0.4329	0.4089	0.3528	0.3127	0.3367	0.2486	NA	1.2751
21	5.0541	0.3491	0.3491	0.4046	0.4602	0.4601	0.4443	0.4682	0.4443	0.4444	0.476	0.4206	0.4443	0.4206	0.3967	0.365	0.365	0.3332	0.3094	0.2777	0.2698	0.2539	NA	1.1346
21	3.6235	0.2823	0.3651	0.3307	0.3445	0.3718	0.3654	0.3582	0.3929	0.372	0.3445	0.3582	0.3445	0.3029	0.3167	0.2757	0.2895	0.2344	0.2339	0.2	0.2138	0.186	NA	0.7718
21	5.1993	0.3304	0.3853	0.4405	0.4956	0.4721	0.4875	0.5035	0.4875	0.5114	0.4954	0.4483	0.4485	0.4719	0.409	0.409	0.3774	0.3697	0.3461	0.3227	0.2593	0.2596	NA	1.1484
21	5.6118	0.3876	0.4468	0.4802	0.5308	0.5392	0.5984	0.5561	0.5563	0.5476	0.5308	0.5562	0.4971	0.514	0.4636	0.4803	0.4383	0.4043	0.3708	0.3876	0.3204	0.2862	NA	1.5673
21	7.7614	0.5358	0.567	0.6597	0.6494	0.67	0.7215	0.7009	0.6803	0.7321	0.67	0.6803	0.6597	0.6391	0.6285	0.6185	0.5876	0.5979	0.5255	0.5361	0.4846	0.4534	NA	1.9996
21	4.9462	0.3445	0.3911	0.4148	0.4383	0.4695	0.4617	0.4617	0.4774	0.4542	0.4693	0.407	0.3914	0.3679	0.3914	0.3755	0.3601	0.3364	0.321	0.2736	0.2663	0.2658	NA	0.9319
21	6.8991	0.4058	0.4988	0.5581	0.5917	0.5835	0.7018	0.6594	0.6173	0.6595	0.668	0.6086	0.5835	0.6086	0.5666	0.5664	0.5243	0.4988	0.4227	0.4821	0.4058	0.372	NA	1.8261
21	4.0613	0.3174	0.3678	0.3729	0.3981	0.4384	0.4283	0.4232	0.3931	0.4132	0.3981	0.3779	0.3678	0.3729	0.3527	0.3074	0.2973	0.2973	0.2771	0.2469	0.2016	0.1713	NA	0.7307
21	4.2688	0.3399	0.3302	0.3836	0.4031	0.408	0.4031	0.4128	0.4273	0.4079	0.3982	0.3885	0.3788	0.3885	0.3642	0.3351	0.3011	0.2865	0.2671	0.2428	0.238	0.1991	NA	0.7285
21	3.799	0.2572	0.3262	0.3492	0.3583	0.3767	0.3766	0.3813	0.3905	0.3583	0.3721	0.3492	0.3399	0.3124	0.3078	0.2756	0.2848	0.2436	0.2297	0.2205	0.2067	0.1792	NA	0.6523
21	7.9426	0.4031	0.5444	0.6146	0.6552	0.7156	0.7355	0.6955	0.7156	0.7459	0.7053	0.7459	0.6451	0.665	0.7056	0.6351	0.6247	0.6451	0.5945	0.5545	0.4837	0.4938	NA	2.6609
21	3.8424	0.2913	0.319	0.3329	0.3884	0.3745	0.3884	0.3838	0.3792	0.3699	0.356	0.3699	0.3422	0.3052	0.3144	0.3191	0.282	0.2682	0.2219	0.2266	0.1988	0.1942	NA	0.7444
21	3.8053	0.2755	0.2845	0.3443	0.3351	0.3626	0.3581	0.381	0.3443	0.3672	0.3535	0.3168	0.3214	0.3168	0.2937	0.2847	0.2663	0.2478	0.2066	0.202	0.1882	0.1423	NA	0.7666
21	4.2465	0.3064	0.3502	0.3843	0.428	0.4135	0.4281	0.4135	0.3989	0.4232	0.4037	0.394	0.3648	0.3794	0.3454	0.3308	0.321	0.2919	0.2919	0.2238	0.2189	0.1994	NA	0.7783
21	6.8255	0.4277	0.5411	0.5762	0.5847	0.6198	0.6198	0.6285	0.6109	0.646	0.55	0.5934	0.5936	0.6198	0.5932	0.5413	0.5587	0.4977	0.4974	0.4366	0.4277	0.4277	NA	1.8853
21	4.1979	0.3153	0.3453	0.4066	0.4168	0.4168	0.4166	0.4371	0.4117	0.3965	0.4521	0.3863	0.376	0.4015	0.3557	0.3406	0.3455	0.2948	0.3049	0.2692	0.2186	0.2083	NA	0.8638
21	5.7927	0.3433	0.3218	0.4649	0.5149	0.4863	0.5078	0.5006	0.5221	0.5006	0.5292	0.5006	0.5006	0.4505	0.4434	0.4362	0.3934	0.3719	0.3576	0.3361	0.3004	0.2646	NA	1.2658
21	5.1776	0.3923	0.373	0.4309	0.4825	0.4759	0.4759	0.5146	0.4888	0.4888	0.4889	0.4887	0.4246	0.4632	0.4758	0.4374	0.3473	0.4052	0.3666	0.3409	0.3408	0.3024	NA	1.338
21	3.9273	0.2695	0.3039	0.3325	0.3555	0.3899	0.3956	0.3784	0.3899	0.3841	0.3784	0.3784	0.3956	0.344	0.3383	0.344	0.3039	0.2809	0.2867	0.2523	0.2293	0.2236	NA	0.8944
21	7.4907	0.5672	0.5581	0.6923	0.7307	0.7211	0.8271	0.7696	0.7594	0.7312	0.7211	0.7211	0.7499	0.654	0.6828	0.6732	0.6636	0.6348	0.5768	0.5965	0.4713	0.5097	NA	2.404
21	6.4781	0.4741	0.4898	0.5293	0.5767	0.5372	0.6083	0.5846	0.6083	0.5609	0.6004	0.5846	0.5609	0.5609	0.5451	0.553	0.5214	0.5056	0.474	0.4266	0.4029	0.3634	NA	1.5958
21	4.9936	0.3447	0.3885	0.4323	0.4198	0.4949	0.4699	0.4573	0.5076	0.4511	0.4761	0.4135	0.3762	0.3946	0.4135	0.3883	0.376	0.3384	0.2881	0.3071	0.2381	0.2506	NA	0.9585
21	6.3066	0.4062	0.4633	0.5367	0.5606	0.6258	0.5934	0.5768	0.5853	0.5934	0.5934	0.5606	0.5772	0.5768	0.5119	0.5123	0.4876	0.4552	0.4224	0.4228	0.3413	0.3008	NA	1.5034
21	6.4688	0.375	0.4611	0.4923	0.5781	0.5625	0.5859	0.6015	0.6252	0.6015	0.5859	0.6015	0.6171	0.5785	0.5466	0.5161	0.4998	0.4767	0.4608	0.4377	0.4062	0.4062	NA	1.7737
21	3.4277	0.234	0.2913	0.3246	0.3532	0.3294	0.3484	0.3246	0.3389	0.3151	0.3104	0.3199	0.3151	0.2723	0.2432	0.2578	0.253	0.2007	0.2004	0.1861	0.1671	0.1528	NA	0.4867
21	7.477	0.4193	0.45	0.6137	0.6137	0.675	0.6445	0.6343	0.6953	0.6854	0.675	0.6852	0.7059	0.6239	0.6546	0.6036	0.6137	0.5523	0.5523	0.5626	0.4399	0.4705	NA	2.3936
21	8.1559	0.5549	0.5549	0.6072	0.6387	0.691	0.7014	0.6596	0.7223	0.7224	0.6909	0.6806	0.6596	0.6595	0.6282	0.6177	0.6178	0.5444	0.5759	0.5339	0.4816	0.4398	NA	2.1254
21	4.201	0.2956	0.3167	0.3589	0.3536	0.3853	0.3747	0.3905	0.3958	0.3905	0.3958	0.3642	0.3589	0.3272	0.3272	0.3061	0.2797	0.3008	0.2639	0.19	0.2217	0.19	NA	0.6966
21	6.2064	0.4622	0.4775	0.4925	0.5381	0.5457	0.5455	0.5684	0.5608	0.5684	0.5606	0.5229	0.5608	0.5076	0.5078	0.4394	0.4548	0.4319	0.4092	0.3563	0.3787	0.3183	NA	1.5535
21	5.0789	0.3775	0.4461	0.4598	0.4804	0.5216	0.5148	0.5079	0.5216	0.5148	0.5285	0.501	0.501	0.453	0.4735	0.4256	0.4049	0.3844	0.3706	0.3501	0.3225	0.302	NA	1.1942
21	6.0937	0.4635	0.4711	0.4407	0.5243	0.5546	0.5622	0.5927	0.5926	0.5546	0.5623	0.5394	0.547	0.5091	0.5015	0.5167	0.4559	0.4711	0.4027	0.4255	0.3495	0.3343	NA	1.626
21	6.8734	0.5496	0.5834	0.5664	0.6595	0.6763	0.6848	0.6679	0.6594	0.6848	0.6933	0.6087	0.6426	0.6002	0.6002	0.5496	0.5749	0.5496	0.4988	0.4819	0.4565	0.4142	NA	1.9868
21	4.6099	0.3187	0.3736	0.4231	0.3956	0.4396	0.4341	0.4561	0.4505	0.4231	0.4286	0.4121	0.4176	0.3846	0.3627	0.3626	0.3462	0.3187	0.3022	0.2308	0.2528	0.2308	NA	0.9615
21	6.0652	0.4031	0.3952	0.5222	0.5073	0.567	0.567	0.5744	0.4998	0.567	0.5147	0.5148	0.5595	0.4775	0.4627	0.4923	0.4253	0.3954	0.3953	0.4029	0.2984	0.2761	NA	1.3353
22	5.4806	0.3488	0.4109	0.4341	0.4961	0.4884	0.5039	0.5194	0.4961	0.4884	0.5271	0.4729	0.4729	0.4651	0.4496	0.4186	0.4341	0.4031	0.3566	0.3411	0.3101	0.2946	0.2868	1.1163
22	5.9439	0.4481	0.4801	0.552	0.536	0.568	0.56	0.6322	0.568	0.592	0.608	0.592	0.5682	0.552	0.528	0.4881	0.512	0.4961	0.4319	0.4481	0.3839	0.3442	0.328	1.456
22	7.4848	0.4543	0.4543	0.584	0.7032	0.6704	0.6923	0.7463	0.7031	0.6923	0.7138	0.7139	0.6489	0.6058	0.6274	0.6273	0.6274	0.5732	0.53	0.4975	0.4759	0.4652	0.3677	1.8495
22	4.6677	0.3032	0.3028	0.3849	0.4176	0.4013	0.4503	0.4092	0.4667	0.4504	0.3931	0.4258	0.434	0.3931	0.3768	0.3437	0.3849	0.2865	0.3029	0.295	0.2538	0.2538	0.2129	0.9171
22	9.6104	0.5964	0.6913	0.7632	0.8108	0.8585	0.8585	0.8466	0.8942	0.8823	0.8585	0.8346	0.8227	0.8346	0.7989	0.787	0.7747	0.7393	0.7155	0.6556	0.6559	0.596	0.644	2.7184
22	6.1883	0.4895	0.4479	0.5226	0.5724	0.6304	0.5973	0.6388	0.6221	0.647	0.5807	0.5973	0.5558	0.5724	0.5724	0.5641	0.5392	0.4977	0.4313	0.448	0.3733	0.3816	0.365	1.6176
22	6.6502	0.4146	0.5225	0.6053	0.6384	0.6053	0.655	0.655	0.655	0.6636	0.6301	0.6301	0.6053	0.6053	0.5801	0.5722	0.5225	0.5139	0.506	0.4808	0.4394	0.4063	0.4229	1.5921
22	5.2653	0.3747	0.3815	0.4665	0.4592	0.4877	0.4594	0.4663	0.4806	0.4877	0.4736	0.4804	0.4453	0.4522	0.4524	0.4098	0.3817	0.3674	0.3533	0.3392	0.3182	0.2898	0.2686	1.0813
22	8.0506	0.5162	0.6261	0.6809	0.681	0.7249	0.6809	0.7579	0.7469	0.7358	0.7249	0.7359	0.7029	0.7689	0.6809	0.67	0.7029	0.659	0.615	0.5603	0.5162	0.5382	0.5161	2.3067
22	5.5521	0.3922	0.43	0.4677	0.4979	0.5206	0.5205	0.513	0.4752	0.4677	0.5054	0.4979	0.513	0.4754	0.4374	0.4677	0.4375	0.4375	0.3847	0.3923	0.3395	0.3169	0.264	1.2371
22	5.6724	0.4007	0.3855	0.47	0.424	0.555	0.4777	0.501	0.5087	0.5085	0.5087	0.4779	0.4702	0.4546	0.4394	0.4469	0.3932	0.4007	0.3853	0.3545	0.3547	0.3006	0.2698	1.4026
22	6.7409	0.4319	0.4412	0.5848	0.5851	0.603	0.639	0.702	0.648	0.621	0.621	0.5851	0.5941	0.5761	0.4949	0.5131	0.4951	0.5036	0.5313	0.4859	0.4052	0.396	0.297	1.7102
